protein2,i_redundancy,i_synergy,count_redundancy,count_synergy,i_sum,count_sum,synergy_score,synergy_fraction,independent_count,cooperative_count,total_count,independence_score
ELK4,-1459.96,383.78,5831.0,1730.0,1843.74,7561.0,0.20815299337216742,0.22880571352995635,5233.0,7561.0,12794.0,0.40901985305612004
ERF,-745.51,197.87,2898.0,851.0,943.38,3749.0,0.20974580762789122,0.22699386503067484,2305.0,3749.0,6054.0,0.38074000660720186
ERF::FOXO1,-126.85,145.9,653.0,686.0,272.75,1339.0,0.5349220898258479,0.5123226288274833,5245.0,1339.0,6584.0,0.7966281895504252
ERF::SREBF2,-127.57,56.81,554.0,273.0,184.38,827.0,0.3081136782731316,0.3301088270858525,1240.0,827.0,2067.0,0.5999032414126754
ESRRA,-10.8,74.43,71.0,428.0,85.23,499.0,0.8732840549102429,0.8577154308617234,5827.0,499.0,6326.0,0.9211191906417958
ETS1,-508.2,126.9,2024.0,605.0,635.1,2629.0,0.1998110533774209,0.2301255230125523,1744.0,2629.0,4373.0,0.39881088497598904
ETS2,-497.1,132.5,2033.0,605.0,629.6,2638.0,0.2104510800508259,0.2293404094010614,1845.0,2638.0,4483.0,0.41155476243586886
ETV1,-300.83,294.87,1516.0,1479.0,595.7,2995.0,0.49499748195400367,0.4938230383973289,8622.0,2995.0,11617.0,0.7421881725058105
ETV3,-737.45,197.27,2861.0,848.0,934.72,3709.0,0.2110471585073605,0.22863305473173362,2257.0,3709.0,5966.0,0.3783104257458934
ETV4,-798.64,217.5,3132.0,950.0,1016.14,4082.0,0.21404530871730273,0.23272905438510533,2492.0,4082.0,6574.0,0.37906905993306966
ETV5,-785.92,216.08,3092.0,939.0,1002.0,4031.0,0.2156487025948104,0.23294467873976682,2378.0,4031.0,6409.0,0.37104072398190047
ETV5::FOXO1,-104.29,112.03,559.0,594.0,216.32,1153.0,0.5178901627218935,0.5151777970511708,4629.0,1153.0,5782.0,0.8005880318228986
ETV6,-880.28,231.81,3690.0,1035.0,1112.09,4725.0,0.2084453596381588,0.21904761904761905,2842.0,4725.0,7567.0,0.3755781683626272
FOS,-878.26,1354.94,4065.0,5858.0,2233.2,9923.0,0.6067257746731148,0.5903456615942759,12499.0,9923.0,22422.0,0.5574435821960575
FOS::JUN,-622.95,1149.68,2770.0,4804.0,1772.63,7574.0,0.6485730242633827,0.6342751518352258,10611.0,7574.0,18185.0,0.5835028869947759
FOS::JUNB,-292.06,949.67,1274.0,3991.0,1241.73,5265.0,0.7647958896056308,0.7580246913580246,8071.0,5265.0,13336.0,0.6052039592081584
FOS::JUND,-299.51,993.0699999999999,1364.0,4204.0,1292.58,5568.0,0.7682851351560445,0.7550287356321839,8549.0,5568.0,14117.0,0.6055819225047815
FOSB::JUN,-425.42,178.29,1879.0,800.0,603.71,2679.0,0.295323913799672,0.2986188876446435,2604.0,2679.0,5283.0,0.49290176036342986
FOSB::JUNB,-779.89,1165.58,3412.0,4805.0,1945.4699999999998,8217.0,0.5991251471366816,0.5847632956066691,10122.0,8217.0,18339.0,0.5519384917389171
FOSL1,-310.45,940.53,1386.0,4041.0,1250.98,5427.0,0.7518345617036243,0.7446102819237148,8227.0,5427.0,13654.0,0.6025340559542991
FOSL1::JUN,-790.3100000000001,1100.25,3389.0,4823.0,1890.56,8212.0,0.5819704214624238,0.5873112518265953,10840.0,8212.0,19052.0,0.5689691370984673
FOSL1::JUNB,-290.68,873.9,1267.0,3779.0,1164.58,5046.0,0.7503992855793505,0.7489100277447484,7376.0,5046.0,12422.0,0.5937852197713733
FOSL1::JUND,-760.66,1134.67,3283.0,4782.0,1895.33,8065.0,0.5986661953327389,0.5929324240545567,10340.0,8065.0,18405.0,0.5618038576473784
FOSL2,-348.06,1033.5,1765.0,4479.0,1381.56,6244.0,0.7480674020672283,0.7173286354900704,10609.0,6244.0,16853.0,0.6295021657865069
FOSL2::JUN,-841.46,1206.82,3705.0,5086.0,2048.2799999999997,8791.0,0.5891870252113969,0.5785462404732112,11495.0,8791.0,20286.0,0.5666469486345262
FOSL2::JUNB,-821.17,1186.27,3634.0,4872.0,2007.44,8506.0,0.5909367154186427,0.572772160827651,10262.0,8506.0,18768.0,0.5467817561807332
FOSL2::JUND,-885.67,1239.81,3891.0,5118.0,2125.48,9009.0,0.5833082409620415,0.5680985680985681,10826.0,9009.0,19835.0,0.5458028737080918
FOXA1,-7.22,102.57000000000001,47.0,566.0,109.79,613.0,0.9342380909008107,0.9233278955954323,3433.0,613.0,4046.0,0.8484923381117153
FOXA2,-14.46,95.46,91.0,585.0,109.91999999999999,676.0,0.8684497816593887,0.8653846153846154,4389.0,676.0,5065.0,0.8665350444225074
FOXA3,-15.16,105.4,96.0,648.0,120.56,744.0,0.8742534837425349,0.8709677419354839,4561.0,744.0,5305.0,0.8597549481621112
FOXC1,-18.48,88.3,67.0,514.0,106.78,581.0,0.8269338827495786,0.8846815834767642,4833.0,581.0,5414.0,0.8926856298485408
FOXJ2::ELF1,-171.66,180.35999999999999,893.0,845.0,352.02,1738.0,0.5123572524288392,0.4861910241657077,5533.0,1738.0,7271.0,0.7609682299546142
FOXJ3,-16.97,98.67,76.0,551.0,115.64,627.0,0.8532514700795573,0.8787878787878788,6634.0,627.0,7261.0,0.9136482578157279
FOXK1,-13.82,80.98,89.0,480.0,94.80000000000001,569.0,0.8542194092827003,0.843585237258348,4621.0,569.0,5190.0,0.8903660886319846
FOXK2,-14.49,91.32,96.0,562.0,105.80999999999999,658.0,0.8630564218882903,0.8541033434650456,5359.0,658.0,6017.0,0.8906431776632874
FOXO1,-22.24,93.57000000000001,137.0,557.0,115.81,694.0,0.8079613159485365,0.8025936599423631,4932.0,694.0,5626.0,0.8766441521507288
FOXO1::ELF1,-115.93,181.14,614.0,888.0,297.07,1502.0,0.6097552765341502,0.5912117177097204,6035.0,1502.0,7537.0,0.8007164654371766
FOXO1::ELK1,-156.4,196.94,793.0,953.0,353.34000000000003,1746.0,0.557366842135054,0.5458190148911798,6131.0,1746.0,7877.0,0.7783420083788244
FOXO1::ELK3,-144.69,182.48,740.0,857.0,327.16999999999996,1597.0,0.5577528502002018,0.5366311834690044,4993.0,1597.0,6590.0,0.7576631259484067
FOXO3,-21.88,76.91,139.0,472.0,98.78999999999999,611.0,0.7785200931268347,0.7725040916530278,5179.0,611.0,5790.0,0.8944732297063903
FOXP1,-12.93,86.85,81.0,535.0,99.78,616.0,0.870414912808178,0.8685064935064936,4749.0,616.0,5365.0,0.8851817334575955
FOXQ1,-0.38,14.57,3.0,76.0,14.950000000000001,79.0,0.974581939799331,0.9620253164556962,3321.0,79.0,3400.0,0.976764705882353
GABPA,-322.44,319.71,1620.0,1608.0,642.15,3228.0,0.4978743284279374,0.49814126394052044,9279.0,3228.0,12507.0,0.7419045334612617
GATA2,-0.24000000000000002,5.74,2.0,23.0,5.98,25.0,0.9598662207357859,0.92,2957.0,25.0,2982.0,0.9916163648558015
GATA4,-4.66,4.48,33.0,34.0,9.14,67.0,0.4901531728665208,0.5074626865671642,3578.0,67.0,3645.0,0.9816186556927298
GATA6,-0.74,2.57,2.0,14.0,3.3099999999999996,16.0,0.7764350453172206,0.875,2559.0,16.0,2575.0,0.9937864077669903
GFI1,-16.78,11.77,121.0,53.0,28.55,174.0,0.41225919439579684,0.3045977011494253,1908.0,174.0,2082.0,0.9164265129682997
GLIS2,-34.46,12.02,176.0,75.0,46.480000000000004,251.0,0.25860585197934594,0.29880478087649404,2263.0,251.0,2514.0,0.9001591089896579
GMEB1,-12.53,8.64,47.0,14.0,21.17,61.0,0.40812470477090224,0.22950819672131148,282.0,61.0,343.0,0.8221574344023324
GRHL1,0.0,0.36,0.0,2.0,0.36,2.0,1.0,1.0,1540.0,2.0,1542.0,0.9987029831387808
HES1,-48.54,38.45,276.0,196.0,86.99000000000001,472.0,0.44200482814116565,0.4152542372881356,3718.0,472.0,4190.0,0.8873508353221957
HES6,-2.11,3.73,14.0,21.0,5.84,35.0,0.6386986301369864,0.6,1146.0,35.0,1181.0,0.9703640982218459
HESX1,-9.55,17.759999999999998,45.0,55.0,27.31,100.0,0.6503112413035518,0.55,697.0,100.0,797.0,0.8745294855708908
HEY1,-7.7,11.11,44.0,56.0,18.81,100.0,0.5906432748538012,0.56,1670.0,100.0,1770.0,0.943502824858757
HIC2,-2.4499999999999997,0.17,19.0,1.0,2.6199999999999997,20.0,0.06488549618320612,0.05,1419.0,20.0,1439.0,0.9861014593467686
HIF1A,-14.15,13.430000000000001,52.0,33.0,27.580000000000002,85.0,0.4869470630891951,0.38823529411764707,972.0,85.0,1057.0,0.9195837275307474
HINFP,-48.75,53.64,287.0,263.0,102.39,550.0,0.5238792850864342,0.4781818181818182,2114.0,550.0,2664.0,0.7935435435435435
HLF,-4.52,17.1,21.0,102.0,21.62,123.0,0.7909343200740055,0.8292682926829268,1818.0,123.0,1941.0,0.9366306027820711
HMBOX1,-0.46,0.92,2.0,8.0,1.3800000000000001,10.0,0.6666666666666666,0.8,807.0,10.0,817.0,0.9877600979192166
HNF1A,-128.88,349.2,700.0,1989.0,478.08,2689.0,0.7304216867469879,0.7396801785050204,9661.0,2689.0,12350.0,0.7822672064777328
HNF1B,-99.48,200.28,503.0,1083.0,299.76,1586.0,0.6681345076060848,0.6828499369482977,4607.0,1586.0,6193.0,0.7439044082028097
HNF4A,-111.18,357.67,678.0,1872.0,468.85,2550.0,0.7628665884611283,0.7341176470588235,8304.0,2550.0,10854.0,0.7650635710337202
HNF4G,-53.0,222.91,366.0,1131.0,275.90999999999997,1497.0,0.807908375919684,0.7555110220440882,4923.0,1497.0,6420.0,0.766822429906542
HOXA6,-1.36,0.6,9.0,3.0,1.96,12.0,0.30612244897959184,0.25,694.0,12.0,706.0,0.9830028328611898
HOXC9,-1.46,7.58,10.0,40.0,9.04,50.0,0.8384955752212391,0.8,503.0,50.0,553.0,0.9095840867992767
HSF1,-4.23,5.44,21.0,28.0,9.670000000000002,49.0,0.562564632885212,0.5714285714285714,2498.0,49.0,2547.0,0.9807616804083236
HSF2,-4.74,4.220000000000001,25.0,22.0,8.96,47.0,0.4709821428571429,0.46808510638297873,2767.0,47.0,2814.0,0.9832977967306326
HSF4,-7.46,6.49,38.0,37.0,13.95,75.0,0.4652329749103943,0.49333333333333335,2414.0,75.0,2489.0,0.969867416633186
IKZF1,-106.76,181.8,605.0,958.0,288.56,1563.0,0.6300249514832271,0.6129238643634037,7017.0,1563.0,8580.0,0.8178321678321678
IRF1,-48.300000000000004,35.52,253.0,188.0,83.82000000000001,441.0,0.42376521116678595,0.42630385487528344,7558.0,441.0,7999.0,0.9448681085135642
IRF2,-51.57,16.4,280.0,94.0,67.97,374.0,0.24128291893482418,0.25133689839572193,3707.0,374.0,4081.0,0.9083557951482479
IRF3,-53.87,42.0,265.0,242.0,95.87,507.0,0.438093251277772,0.47731755424063116,4744.0,507.0,5251.0,0.9034469624833366
IRF5,-23.88,13.88,113.0,79.0,37.76,192.0,0.3675847457627119,0.4114583333333333,1139.0,192.0,1331.0,0.8557475582268971
IRF9,-51.76,22.490000000000002,204.0,139.0,74.25,343.0,0.30289562289562294,0.40524781341107874,2718.0,343.0,3061.0,0.8879451159751716
JDP2,-865.67,1005.23,3833.0,4242.0,1870.9,8075.0,0.5372975573253514,0.5253250773993808,9290.0,8075.0,17365.0,0.5349841635473654
JUN,-443.99,1098.19,2059.0,4724.0,1542.18,6783.0,0.7121023486233773,0.6964469998525726,11793.0,6783.0,18576.0,0.6348514211886305
JUN::JUNB,-628.29,763.65,2811.0,3233.0,1391.94,6044.0,0.5486227854648907,0.534910655195235,7196.0,6044.0,13240.0,0.5435045317220544
JUNB,-719.65,1164.57,3361.0,5125.0,1884.2199999999998,8486.0,0.6180647695067455,0.6039358944143295,11030.0,8486.0,19516.0,0.5651772904283665
JUND,-517.99,1199.84,2399.0,5198.0,1717.83,7597.0,0.6984625952509852,0.6842174542582599,12410.0,7597.0,20007.0,0.6202829009846553
KLF10,-3419.72,747.21,17158.0,4445.0,4166.93,21603.0,0.1793190670349634,0.2057584594732213,63093.0,21603.0,84696.0,0.7449348257296685
KLF11,-1655.73,292.22,8054.0,1734.0,1947.95,9788.0,0.15001411740547757,0.1771557008581937,23024.0,9788.0,32812.0,0.7016945020114592
KLF12,-3581.8,789.92,17973.0,4635.0,4371.72,22608.0,0.18068860768759204,0.20501592356687898,66433.0,22608.0,89041.0,0.7460944957940724
KLF13,-256.53,64.59,1238.0,345.0,321.12,1583.0,0.20113976083707027,0.21794061907770057,3680.0,1583.0,5263.0,0.6992209766292988
KLF15,-4416.42,1099.6299999999999,22075.0,6540.0,5516.05,28615.0,0.19935098485329172,0.22855145902498689,90409.0,28615.0,119024.0,0.7595863019223014
KLF16,-2441.34,532.7,11954.0,3115.0,2974.04,15069.0,0.1791166225067585,0.20671577410578007,42196.0,15069.0,57265.0,0.7368549724962892
KLF3,-323.38,92.07,1661.0,465.0,415.45,2126.0,0.22161511613912624,0.2187206020696143,8754.0,2126.0,10880.0,0.8045955882352941
KLF5,-3735.85,860.89,18406.0,4923.0,4596.74,23329.0,0.1872827264539652,0.21102490462514467,66852.0,23329.0,90181.0,0.7413091449418392
KLF6,-351.27,82.35,1820.0,491.0,433.62,2311.0,0.18991282689912825,0.21246213760276936,10613.0,2311.0,12924.0,0.8211853915196533
KLF7,-3607.44,795.78,18114.0,4724.0,4403.22,22838.0,0.18072683172769016,0.2068482353971451,68622.0,22838.0,91460.0,0.7502952110212114
KLF9,-539.31,124.86,2680.0,804.0,664.17,3484.0,0.1879940376710782,0.23076923076923078,31591.0,3484.0,35075.0,0.9006699928724162
LBX2,-9.78,15.24,47.0,39.0,25.02,86.0,0.6091127098321343,0.45348837209302323,657.0,86.0,743.0,0.8842530282637954
LHX6,-0.12,3.04,1.0,19.0,3.16,20.0,0.9620253164556962,0.95,735.0,20.0,755.0,0.9735099337748344
LIN54,-0.99,1.6,9.0,12.0,2.59,21.0,0.6177606177606179,0.5714285714285714,3214.0,21.0,3235.0,0.9935085007727975
MAFF,-8.0,30.03,57.0,129.0,38.03,186.0,0.7896397580857218,0.6935483870967742,2490.0,186.0,2676.0,0.9304932735426009
MAFG,-158.05,480.84,834.0,2221.0,638.89,3055.0,0.7526178215342234,0.7270049099836334,6612.0,3055.0,9667.0,0.6839764146063929
MAFG::NFE2L1,-253.14,540.98,1306.0,2565.0,794.12,3871.0,0.6812320556087241,0.6626194781710153,7665.0,3871.0,11536.0,0.6644417475728155
MAFK,-225.39000000000001,553.94,1180.0,2656.0,779.33,3836.0,0.7107900375963969,0.6923879040667362,8037.0,3836.0,11873.0,0.6769140065695275
MAX,-32.89,20.82,212.0,120.0,53.71,332.0,0.3876373114876187,0.3614457831325301,1295.0,332.0,1627.0,0.7959434542102028
MAX::MYC,-47.5,28.740000000000002,315.0,179.0,76.24000000000001,494.0,0.37696747114375656,0.3623481781376518,1900.0,494.0,2394.0,0.7936507936507936
MAZ,-486.46,294.48,2720.0,1679.0,780.94,4399.0,0.3770840269418905,0.3816776540122755,42489.0,4399.0,46888.0,0.9061806858897798
MEF2A,-5.96,4.9,28.0,41.0,10.86,69.0,0.4511970534069982,0.5942028985507246,11158.0,69.0,11227.0,0.9938541017190701
MEF2B,-8.64,2.8600000000000003,44.0,18.0,11.5,62.0,0.24869565217391307,0.2903225806451613,2249.0,62.0,2311.0,0.9731717871051493
MEF2D,-8.18,2.5300000000000002,40.0,16.0,10.71,56.0,0.23622782446311857,0.2857142857142857,7255.0,56.0,7311.0,0.992340309123239
MEIS1,-7.16,11.59,33.0,79.0,18.75,112.0,0.6181333333333333,0.7053571428571429,1464.0,112.0,1576.0,0.9289340101522843
MEIS2,-1.43,7.45,6.0,49.0,8.88,55.0,0.8389639639639639,0.8909090909090909,2055.0,55.0,2110.0,0.9739336492890995
MIXL1,0.0,2.39,0.0,15.0,2.39,15.0,1.0,1.0,1623.0,15.0,1638.0,0.9908424908424909
MLX,-366.71,123.89,1766.0,447.0,490.59999999999997,2213.0,0.25252751732572365,0.201988251242657,2071.0,2213.0,4284.0,0.4834267040149393
MLXIPL,-327.26,142.18,1568.0,468.0,469.44,2036.0,0.30287150647580097,0.22986247544204322,1764.0,2036.0,3800.0,0.46421052631578946
MNT,-25.4,8.2,115.0,48.0,33.599999999999994,163.0,0.24404761904761907,0.294478527607362,1100.0,163.0,1263.0,0.8709422011084719
MSANTD3,-1.97,3.66,11.0,22.0,5.63,33.0,0.650088809946714,0.6666666666666666,2819.0,33.0,2852.0,0.988429172510519
MTF1,-15.22,3.13,79.0,16.0,18.35,95.0,0.17057220708446866,0.16842105263157894,1437.0,95.0,1532.0,0.9379895561357703
MXI1,-4.92,21.95,32.0,129.0,26.869999999999997,161.0,0.8168961667286938,0.8012422360248447,2945.0,161.0,3106.0,0.9481648422408242
MYBL1,-4.32,3.58,27.0,23.0,7.9,50.0,0.4531645569620253,0.46,327.0,50.0,377.0,0.8673740053050398
MYBL2,0.0,1.48,0.0,10.0,1.48,10.0,1.0,1.0,406.0,10.0,416.0,0.9759615384615384
MYC,-59.02,51.09,310.0,264.0,110.11000000000001,574.0,0.4639905548996458,0.45993031358885017,3004.0,574.0,3578.0,0.8395751816657351
MZF1,-0.8200000000000001,8.98,8.0,55.0,9.8,63.0,0.9163265306122449,0.873015873015873,2250.0,63.0,2313.0,0.9727626459143969
NFAT5,-19.99,4.46,62.0,26.0,24.45,88.0,0.18241308793456032,0.29545454545454547,5173.0,88.0,5261.0,0.9832731419882151
NFATC2,-11.69,8.95,51.0,51.0,20.64,102.0,0.4336240310077519,0.5,5153.0,102.0,5255.0,0.9805899143672693
NFATC3,-18.89,4.95,76.0,34.0,23.84,110.0,0.20763422818791946,0.3090909090909091,4060.0,110.0,4170.0,0.973621103117506
NFE2,-397.42,935.21,1489.0,3912.0,1332.63,5401.0,0.7017776877302777,0.7243103129050176,8241.0,5401.0,13642.0,0.6040903093388066
NFE2L2,-247.42,451.18,1271.0,2171.0,698.6,3442.0,0.6458345261952476,0.6307379430563625,6903.0,3442.0,10345.0,0.6672788786853553
NFIA,-1.9300000000000002,2.01,16.0,10.0,3.94,26.0,0.5101522842639593,0.38461538461538464,866.0,26.0,892.0,0.9708520179372198
NFIB,-6.7,23.62,40.0,126.0,30.32,166.0,0.779023746701847,0.7590361445783133,6271.0,166.0,6437.0,0.9742115892496505
NFIC,-13.57,31.69,72.0,170.0,45.260000000000005,242.0,0.7001767565178966,0.7024793388429752,5318.0,242.0,5560.0,0.9564748201438849
NFIL3,-3.2199999999999998,13.16,18.0,81.0,16.38,99.0,0.8034188034188035,0.8181818181818182,1743.0,99.0,1842.0,0.9462540716612378
NFIX,-11.31,26.37,67.0,141.0,37.68,208.0,0.6998407643312102,0.6778846153846154,4511.0,208.0,4719.0,0.9559228650137741
NFKB1,-6.98,5.5200000000000005,47.0,44.0,12.5,91.0,0.44160000000000005,0.4835164835164835,3919.0,91.0,4010.0,0.9773067331670823
NFKB2,-12.11,5.27,56.0,39.0,17.38,95.0,0.30322209436133485,0.4105263157894737,4891.0,95.0,4986.0,0.9809466506217409
NFYA,-353.83,178.78,1751.0,824.0,532.61,2575.0,0.3356677493851035,0.32,4556.0,2575.0,7131.0,0.6389005749544243
NFYB,-310.52,95.46,1639.0,555.0,405.97999999999996,2194.0,0.23513473570126608,0.2529626253418414,5689.0,2194.0,7883.0,0.721679563617912
NFYC,-333.95,173.56,1646.0,797.0,507.51,2443.0,0.3419834091939075,0.32623823168235777,4463.0,2443.0,6906.0,0.6462496379959456
NKX2-5,-1.59,5.45,12.0,40.0,7.04,52.0,0.7741477272727273,0.7692307692307693,1716.0,52.0,1768.0,0.9705882352941176
NKX3-1,-0.37,0.0,2.0,0.0,0.37,2.0,0.0,0.0,901.0,2.0,903.0,0.9977851605758582
NPAS2,-6.140000000000001,5.93,40.0,34.0,12.07,74.0,0.4913007456503728,0.4594594594594595,1040.0,74.0,1114.0,0.933572710951526
NR1D1,-8.29,9.94,39.0,57.0,18.229999999999997,96.0,0.5452550740537576,0.59375,2301.0,96.0,2397.0,0.9599499374217773
NR1D2,-0.6,5.28,5.0,35.0,5.88,40.0,0.8979591836734695,0.875,1949.0,40.0,1989.0,0.9798893916540975
NR1H2,-38.050000000000004,100.05,162.0,527.0,138.1,689.0,0.724475018102824,0.7648766328011611,4566.0,689.0,5255.0,0.8688867745004757
NR1H2::RXRA,-19.04,67.45,108.0,364.0,86.49000000000001,472.0,0.7798589432304313,0.7711864406779662,1592.0,472.0,2064.0,0.7713178294573644
NR1H3::RXRA,-6.92,31.61,44.0,188.0,38.53,232.0,0.8203996885543732,0.8103448275862069,3392.0,232.0,3624.0,0.9359823399558499
