protein2,i_redundancy,i_synergy,count_redundancy,count_synergy,i_sum,count_sum,synergy_score,synergy_fraction,independent_count,cooperative_count,total_count,independence_score
MECOM,-3.0,22.45,24.0,134.0,25.45,158.0,0.8821218074656189,0.8481012658227848,2916.0,158.0,3074.0,0.9486011711125569
MEF2A,-4.49,3.92,19.0,28.0,8.41,47.0,0.4661117717003567,0.5957446808510638,12380.0,47.0,12427.0,0.9962179126096403
MEF2B,-7.359999999999999,10.56,29.0,75.0,17.92,104.0,0.5892857142857143,0.7211538461538461,3201.0,104.0,3305.0,0.9685325264750378
MEF2C,-5.83,10.870000000000001,19.0,93.0,16.700000000000003,112.0,0.6508982035928144,0.8303571428571429,11697.0,112.0,11809.0,0.990515708358032
MEF2D,-6.83,8.73,26.0,56.0,15.56,82.0,0.5610539845758354,0.6829268292682927,7670.0,82.0,7752.0,0.989422084623323
MEIS1,-4.5200000000000005,2.8,21.0,17.0,7.32,38.0,0.3825136612021858,0.4473684210526316,1742.0,38.0,1780.0,0.9786516853932584
MEIS2,-0.6799999999999999,1.1600000000000001,6.0,5.0,1.84,11.0,0.6304347826086957,0.45454545454545453,1904.0,11.0,1915.0,0.9942558746736292
MITF,-370.32,388.8,1798.0,1700.0,759.12,3498.0,0.5121719886184003,0.48599199542595767,5504.0,3498.0,9002.0,0.6114196845145523
MLX,-371.58,325.13,1848.0,1153.0,696.71,3001.0,0.46666475291010606,0.3842052649116961,2937.0,3001.0,5938.0,0.4946109801279892
MLXIPL,-324.21999999999997,332.88,1656.0,1146.0,657.0999999999999,2802.0,0.506589560188708,0.4089935760171306,2512.0,2802.0,5314.0,0.4727135867519759
MNT,-24.42,13.23,136.0,72.0,37.650000000000006,208.0,0.3513944223107569,0.34615384615384615,1428.0,208.0,1636.0,0.8728606356968215
MSANTD3,-3.4299999999999997,2.32,20.0,14.0,5.75,34.0,0.4034782608695652,0.4117647058823529,2837.0,34.0,2871.0,0.9881574364332985
MTF1,-22.5,9.24,101.0,56.0,31.740000000000002,157.0,0.29111531190926276,0.35668789808917195,1787.0,157.0,1944.0,0.9192386831275721
MXI1,-2.74,15.1,21.0,101.0,17.84,122.0,0.8464125560538116,0.8278688524590164,3471.0,122.0,3593.0,0.9660450876704704
MYB,-19.02,4.46,59.0,34.0,23.48,93.0,0.1899488926746167,0.3655913978494624,2229.0,93.0,2322.0,0.9599483204134367
MYBL1,-7.18,7.96,39.0,58.0,15.14,97.0,0.5257595772787318,0.5979381443298969,309.0,97.0,406.0,0.7610837438423645
MYBL2,-3.27,2.4299999999999997,26.0,16.0,5.699999999999999,42.0,0.4263157894736842,0.38095238095238093,635.0,42.0,677.0,0.9379615952732644
MYC,-55.06,81.89,309.0,404.0,136.95,713.0,0.5979554581964222,0.5666199158485273,3354.0,713.0,4067.0,0.8246865011064667
MZF1,-6.2299999999999995,11.6,42.0,59.0,17.83,101.0,0.6505888951205834,0.5841584158415841,2731.0,101.0,2832.0,0.9643361581920904
NEUROD1,-2.78,6.67,22.0,45.0,9.45,67.0,0.7058201058201059,0.6716417910447762,2863.0,67.0,2930.0,0.9771331058020478
NFAT5,-0.49,0.41000000000000003,4.0,4.0,0.9,8.0,0.4555555555555556,0.5,5078.0,8.0,5086.0,0.9984270546598506
NFATC1,-2.38,2.59,20.0,19.0,4.97,39.0,0.5211267605633803,0.48717948717948717,5018.0,39.0,5057.0,0.9922879177377892
NFATC2,-8.69,3.85,33.0,26.0,12.54,59.0,0.30701754385964913,0.4406779661016949,5296.0,59.0,5355.0,0.9889822595704949
NFATC3,-0.62,0.30000000000000004,5.0,2.0,0.92,7.0,0.3260869565217392,0.2857142857142857,3978.0,7.0,3985.0,0.9982434127979924
NFATC4,-2.2800000000000002,6.54,17.0,31.0,8.82,48.0,0.7414965986394557,0.6458333333333334,4308.0,48.0,4356.0,0.9889807162534435
NFE2,-68.04,619.39,449.0,3135.0,687.43,3584.0,0.9010226495788662,0.8747209821428571,7958.0,3584.0,11542.0,0.6894818922197193
NFE2L2,-118.76,412.06,733.0,2262.0,530.82,2995.0,0.7762706755585697,0.7552587646076795,10856.0,2995.0,13851.0,0.7837701249007292
NFIA,-4.16,3.2300000000000004,24.0,12.0,7.390000000000001,36.0,0.4370771312584574,0.3333333333333333,813.0,36.0,849.0,0.9575971731448764
NFIB,-8.24,19.31,51.0,107.0,27.549999999999997,158.0,0.700907441016334,0.6772151898734177,6068.0,158.0,6226.0,0.974622550594282
NFIC,-23.78,23.89,141.0,142.0,47.67,283.0,0.501153765470946,0.5017667844522968,5732.0,283.0,6015.0,0.9529509559434747
NFIC::TLX1,-1.87,4.68,11.0,29.0,6.55,40.0,0.7145038167938931,0.725,2850.0,40.0,2890.0,0.986159169550173
NFIL3,-2.22,4.38,13.0,37.0,6.6,50.0,0.6636363636363637,0.74,1234.0,50.0,1284.0,0.9610591900311527
NFIX,-24.63,24.67,144.0,123.0,49.3,267.0,0.5004056795131846,0.4606741573033708,4551.0,267.0,4818.0,0.9445828144458281
NFKB1,-14.54,11.61,90.0,65.0,26.15,155.0,0.4439770554493308,0.41935483870967744,3316.0,155.0,3471.0,0.9553442811869778
NFKB2,-19.29,15.94,114.0,91.0,35.23,205.0,0.4524552937837071,0.44390243902439025,3971.0,205.0,4176.0,0.9509099616858238
NFYA,-393.67,334.82,2154.0,1537.0,728.49,3691.0,0.459608230723826,0.41641831481983205,6541.0,3691.0,10232.0,0.6392689601250977
NFYB,-349.65,189.34,2015.0,1048.0,538.99,3063.0,0.3512866658008497,0.34214822069866146,6647.0,3063.0,9710.0,0.6845520082389289
NFYC,-360.33,324.38,2007.0,1453.0,684.71,3460.0,0.4737480101064684,0.41994219653179193,6131.0,3460.0,9591.0,0.6392451256386196
NHLH1,-34.7,24.41,218.0,159.0,59.11,377.0,0.4129588902047031,0.4217506631299735,8350.0,377.0,8727.0,0.9568007333562507
NKX3-2,-0.26,2.2399999999999998,1.0,15.0,2.5,16.0,0.8959999999999999,0.9375,1921.0,16.0,1937.0,0.9917398038203408
NR1D1,-6.67,6.24,44.0,25.0,12.91,69.0,0.4833462432223083,0.36231884057971014,2182.0,69.0,2251.0,0.9693469569080408
NR1D2,-0.73,4.19,6.0,21.0,4.92,27.0,0.8516260162601627,0.7777777777777778,1810.0,27.0,1837.0,0.985302123026674
NR1H2,-8.22,11.370000000000001,53.0,87.0,19.590000000000003,140.0,0.5803981623277181,0.6214285714285714,4300.0,140.0,4440.0,0.9684684684684685
NR1H2::RXRA,-4.73,8.56,30.0,45.0,13.290000000000001,75.0,0.6440933032355154,0.6,1413.0,75.0,1488.0,0.9495967741935484
NR1H3::RXRA,-4.41,21.29,29.0,119.0,25.7,148.0,0.8284046692607003,0.8040540540540541,3704.0,148.0,3852.0,0.9615784008307373
NR2C1,-22.36,20.91,133.0,129.0,43.269999999999996,262.0,0.4832447423156922,0.49236641221374045,1736.0,262.0,1998.0,0.8688688688688688
NR2C2,-49.26,40.82,291.0,236.0,90.08,527.0,0.4531527531083481,0.4478178368121442,7353.0,527.0,7880.0,0.9331218274111676
NR2F1,-50.61,50.1,313.0,316.0,100.71000000000001,629.0,0.4974679773607387,0.5023847376788553,9722.0,629.0,10351.0,0.9392329243551347
NR2F2,-7.15,10.11,44.0,78.0,17.259999999999998,122.0,0.585747392815759,0.639344262295082,3592.0,122.0,3714.0,0.9671513193322563
NR2F6,-36.65,45.71,240.0,254.0,82.36,494.0,0.5550024283632832,0.5141700404858299,11435.0,494.0,11929.0,0.9585883141923045
NR3C1,-6.93,1.48,19.0,10.0,8.41,29.0,0.1759809750297265,0.3448275862068966,1580.0,29.0,1609.0,0.9819763828464885
NR4A1,-3.06,8.55,16.0,53.0,11.610000000000001,69.0,0.7364341085271318,0.7681159420289855,3474.0,69.0,3543.0,0.9805249788314987
NR4A2,-1.8,5.53,13.0,25.0,7.33,38.0,0.7544338335607095,0.6578947368421053,3315.0,38.0,3353.0,0.9886668654935878
NR4A2::RXRA,-12.38,5.72,89.0,37.0,18.1,126.0,0.31602209944751375,0.29365079365079366,1501.0,126.0,1627.0,0.9225568531038721
NR5A2,0.0,12.0,0.0,58.0,12.0,58.0,1.0,1.0,4233.0,58.0,4291.0,0.9864833372174319
NR6A1,-1.3,8.57,11.0,56.0,9.870000000000001,67.0,0.868287740628166,0.835820895522388,3106.0,67.0,3173.0,0.978884336589978
NRF1,-3098.73,912.97,15494.0,4436.0,4011.7,19930.0,0.22757683774958248,0.22257902659307577,18172.0,19930.0,38102.0,0.47693034486378666
NRL,-3.24,13.83,19.0,88.0,17.07,107.0,0.8101933216168717,0.822429906542056,2118.0,107.0,2225.0,0.9519101123595506
ONECUT2,0.0,1.28,0.0,10.0,1.28,10.0,1.0,1.0,162.0,10.0,172.0,0.9418604651162791
OSR2,-7.41,23.05,45.0,147.0,30.46,192.0,0.7567301378857518,0.765625,6117.0,192.0,6309.0,0.9695672848311936
PATZ1,-6361.35,1504.54,35148.0,8625.0,7865.89,43773.0,0.19127396899778662,0.19703927078335962,141661.0,43773.0,185434.0,0.7639429662305726
PAX6,-0.65,1.2000000000000002,3.0,7.0,1.85,10.0,0.6486486486486487,0.7,755.0,10.0,765.0,0.9869281045751634
PAX9,-3.51,14.42,23.0,75.0,17.93,98.0,0.8042387060791969,0.7653061224489796,724.0,98.0,822.0,0.8807785888077859
PBX1,-4.38,7.45,31.0,19.0,11.83,50.0,0.6297548605240914,0.38,1289.0,50.0,1339.0,0.9626587005227782
PBX2,0.0,0.8300000000000001,0.0,4.0,0.8300000000000001,4.0,1.0,1.0,1881.0,4.0,1885.0,0.9978779840848806
PBX3,-28.29,57.92,190.0,373.0,86.21000000000001,563.0,0.6718478134787147,0.6625222024866785,5371.0,563.0,5934.0,0.9051230198854061
PITX3,-4.66,3.35,29.0,20.0,8.01,49.0,0.418227215980025,0.40816326530612246,1420.0,49.0,1469.0,0.966643975493533
PKNOX1,-16.9,23.45,111.0,159.0,40.349999999999994,270.0,0.5811648079306072,0.5888888888888889,4351.0,270.0,4621.0,0.9415710885089807
PLAG1,-295.37,113.4,1645.0,598.0,408.77,2243.0,0.2774176187097879,0.26660722246990637,12662.0,2243.0,14905.0,0.8495135860449513
PLAGL1,-28.310000000000002,49.92,180.0,286.0,78.23,466.0,0.638118368912182,0.6137339055793991,8410.0,466.0,8876.0,0.9474988733663813
PLAGL2,-0.79,2.17,6.0,14.0,2.96,20.0,0.7331081081081081,0.7,3364.0,20.0,3384.0,0.9940898345153665
POU2F1,-0.52,0.75,3.0,6.0,1.27,9.0,0.5905511811023622,0.6666666666666666,4309.0,9.0,4318.0,0.9979157017137563
POU2F2,-2.4,9.98,18.0,74.0,12.38,92.0,0.8061389337641357,0.8043478260869565,4644.0,92.0,4736.0,0.9805743243243243
POU3F2,-0.78,4.55,7.0,37.0,5.33,44.0,0.8536585365853658,0.8409090909090909,4873.0,44.0,4917.0,0.9910514541387024
POU4F1,-2.39,2.92,18.0,14.0,5.3100000000000005,32.0,0.5499058380414312,0.4375,2766.0,32.0,2798.0,0.9885632594710507
POU5F1,-1.21,1.33,5.0,9.0,2.54,14.0,0.5236220472440946,0.6428571428571429,4377.0,14.0,4391.0,0.9968116602140742
POU6F1,-0.33,7.2299999999999995,3.0,57.0,7.56,60.0,0.9563492063492063,0.95,3354.0,60.0,3414.0,0.9824253075571178
POU6F2,-0.33,1.85,3.0,11.0,2.18,14.0,0.8486238532110092,0.7857142857142857,1669.0,14.0,1683.0,0.9916815210932858
PPARA::RXRA,-12.200000000000001,12.11,70.0,65.0,24.310000000000002,135.0,0.4981489099136157,0.48148148148148145,3134.0,135.0,3269.0,0.9587029672682778
PPARD,-15.5,20.67,102.0,119.0,36.17,221.0,0.5714680674592204,0.5384615384615384,3595.0,221.0,3816.0,0.9420859538784067
PRDM1,-17.95,31.79,117.0,208.0,49.739999999999995,325.0,0.639123441897869,0.64,13289.0,325.0,13614.0,0.9761275157925665
PRDM15,-2.98,18.12,19.0,79.0,21.1,98.0,0.8587677725118483,0.8061224489795918,4572.0,98.0,4670.0,0.9790149892933618
PRDM4,-15.51,24.32,93.0,165.0,39.83,258.0,0.610595028872709,0.6395348837209303,3305.0,258.0,3563.0,0.9275891103003088
PRDM9,-1352.42,681.88,7813.0,3938.0,2034.3000000000002,11751.0,0.3351914663520621,0.33512041528380565,75306.0,11751.0,87057.0,0.8650194700024122
RARA,-26.330000000000002,32.31,150.0,187.0,58.64,337.0,0.5509890859481583,0.5548961424332344,7835.0,337.0,8172.0,0.9587616250611846
RARA::RXRA,-6.36,16.88,47.0,102.0,23.24,149.0,0.7263339070567987,0.6845637583892618,4050.0,149.0,4199.0,0.9645153608001905
RARG,-49.230000000000004,41.1,205.0,227.0,90.33000000000001,432.0,0.45499833942211887,0.5254629629629629,10879.0,432.0,11311.0,0.9618070904429317
RBPJ,-44.81,29.87,218.0,172.0,74.68,390.0,0.3999732190680235,0.441025641025641,7776.0,390.0,8166.0,0.9522409992652462
REL,-41.92,26.48,232.0,140.0,68.4,372.0,0.3871345029239766,0.3763440860215054,4121.0,372.0,4493.0,0.9172045403961718
RELA,-39.91,21.66,216.0,117.0,61.56999999999999,333.0,0.3517947052135781,0.35135135135135137,4180.0,333.0,4513.0,0.9262131619765123
RELB,-14.76,15.02,69.0,81.0,29.78,150.0,0.5043653458697112,0.54,2034.0,150.0,2184.0,0.9313186813186813
REST,-6.5600000000000005,9.35,45.0,60.0,15.91,105.0,0.5876807039597737,0.5714285714285714,1916.0,105.0,2021.0,0.9480455220188025
RFX1,-81.0,116.69,403.0,640.0,197.69,1043.0,0.5902675906722646,0.613614573346117,6205.0,1043.0,7248.0,0.8560982339955849
RFX2,-86.7,132.11,431.0,738.0,218.81,1169.0,0.6037658242310681,0.6313088109495295,6384.0,1169.0,7553.0,0.845227062094532
RFX3,-73.91,130.25,387.0,690.0,204.16,1077.0,0.6379800156739812,0.6406685236768802,6129.0,1077.0,7206.0,0.850541215653622
RFX5,-85.12,115.58,428.0,617.0,200.7,1045.0,0.5758844045839562,0.5904306220095694,6596.0,1045.0,7641.0,0.863237796099987
RFX7,-1.19,6.74,7.0,33.0,7.93,40.0,0.8499369482976041,0.825,478.0,40.0,518.0,0.9227799227799228
RORA,-1.07,13.95,8.0,59.0,15.02,67.0,0.9287616511318242,0.8805970149253731,3992.0,67.0,4059.0,0.9834934712983493
RREB1,-329.66,261.06,1857.0,1473.0,590.72,3330.0,0.44193526543878653,0.4423423423423423,27907.0,3330.0,31237.0,0.893395652591478
RUNX1,-4.21,7.92,27.0,56.0,12.129999999999999,83.0,0.652926628194559,0.6746987951807228,5710.0,83.0,5793.0,0.9856723631969618
RUNX2,-6.970000000000001,6.33,32.0,43.0,13.3,75.0,0.4759398496240601,0.5733333333333334,518.0,75.0,593.0,0.8735244519392917
RUNX3,0.0,5.29,0.0,32.0,5.29,32.0,1.0,1.0,2708.0,32.0,2740.0,0.9883211678832117
RXRA,-17.52,18.24,116.0,117.0,35.76,233.0,0.5100671140939597,0.5021459227467812,3326.0,233.0,3559.0,0.9345321719584153
RXRA::VDR,-3.98,1.21,22.0,10.0,5.1899999999999995,32.0,0.23314065510597304,0.3125,1964.0,32.0,1996.0,0.9839679358717435
RXRB,-27.55,26.43,177.0,162.0,53.980000000000004,339.0,0.4896257873286402,0.4778761061946903,5392.0,339.0,5731.0,0.9408480195428373
SATB1,0.0,1.04,0.0,8.0,1.04,8.0,1.0,1.0,2308.0,8.0,2316.0,0.9965457685664939
SCRT2,-2.08,2.73,13.0,20.0,4.8100000000000005,33.0,0.5675675675675675,0.6060606060606061,1294.0,33.0,1327.0,0.9751318764129616
SIX1,-1.35,5.13,10.0,36.0,6.48,46.0,0.7916666666666666,0.782608695652174,2224.0,46.0,2270.0,0.9797356828193833
SIX4,-1.78,22.36,13.0,97.0,24.14,110.0,0.9262634631317315,0.8818181818181818,2719.0,110.0,2829.0,0.9611170024743726
SMAD2,-9.31,12.22,51.0,60.0,21.53,111.0,0.5675801207617278,0.5405405405405406,3620.0,111.0,3731.0,0.9702492629321897
SMAD3,0.0,0.41000000000000003,0.0,2.0,0.41000000000000003,2.0,1.0,1.0,683.0,2.0,685.0,0.997080291970803
SMAD5,0.0,0.41000000000000003,0.0,2.0,0.41000000000000003,2.0,1.0,1.0,671.0,2.0,673.0,0.9970282317979198
SNAI1,-5.63,4.31,42.0,24.0,9.94,66.0,0.4336016096579477,0.36363636363636365,1597.0,66.0,1663.0,0.9603126879134095
SNAI3,-3.54,0.27,22.0,2.0,3.81,24.0,0.07086614173228346,0.08333333333333333,563.0,24.0,587.0,0.959114139693356
SOHLH2,-11.96,6.09,62.0,39.0,18.05,101.0,0.3373961218836565,0.38613861386138615,982.0,101.0,1083.0,0.9067405355493998
SOX12,-3.55,0.8300000000000001,22.0,8.0,4.38,30.0,0.1894977168949772,0.26666666666666666,535.0,30.0,565.0,0.9469026548672567
SOX13,-2.81,2.15,21.0,17.0,4.96,38.0,0.4334677419354839,0.4473684210526316,2596.0,38.0,2634.0,0.9855732725892179
SOX4,-6.35,4.11,30.0,27.0,10.46,57.0,0.39292543021032506,0.47368421052631576,5523.0,57.0,5580.0,0.9897849462365591
SOX5,-5.49,5.62,35.0,35.0,11.11,70.0,0.5058505850585059,0.5,2493.0,70.0,2563.0,0.9726882559500585
SOX6,-3.87,5.54,21.0,28.0,9.41,49.0,0.5887353878852285,0.5714285714285714,5158.0,49.0,5207.0,0.9905895909352794
SP1,-6174.08,1196.96,33602.0,6761.0,7371.04,40363.0,0.1623868545008574,0.16750489309516142,97548.0,40363.0,137911.0,0.707325739063599
SP2,-5750.63,1089.97,31212.0,6264.0,6840.6,37476.0,0.15933836213197672,0.16714697406340057,97337.0,37476.0,134813.0,0.7220149392120938
SP3,-4570.29,761.7,25125.0,4264.0,5331.99,29389.0,0.1428547315355055,0.14508829834291742,50718.0,29389.0,80107.0,0.633128191044478
SP4,-6174.08,1196.96,33602.0,6761.0,7371.04,40363.0,0.1623868545008574,0.16750489309516142,97548.0,40363.0,137911.0,0.707325739063599
SP5,-708.73,405.25,4226.0,2419.0,1113.98,6645.0,0.3637857053088924,0.36403310759969904,49935.0,6645.0,56580.0,0.8825556733828208
SP8,-2188.76,392.0,12057.0,2210.0,2580.76,14267.0,0.15189324075078658,0.15490292282890586,30001.0,14267.0,44268.0,0.6777130206921478
SPI1,-339.45,503.23,1808.0,2745.0,842.6800000000001,4553.0,0.5971780509802059,0.6028991873490006,22225.0,4553.0,26778.0,0.8299723653745612
SPIB,-308.46,458.75,1676.0,2345.0,767.21,4021.0,0.5979458036261258,0.5831882616264611,15941.0,4021.0,19962.0,0.798567277827873
SREBF1,-177.25,119.06,974.0,565.0,296.31,1539.0,0.4018089163376194,0.36712150747238464,7495.0,1539.0,9034.0,0.8296435687403144
SREBF2,-375.32,315.96999999999997,1852.0,1221.0,691.29,3073.0,0.45707300843350834,0.39733159778717864,5442.0,3073.0,8515.0,0.6391074574280681
SRF,-2.55,7.52,20.0,60.0,10.07,80.0,0.746772591857001,0.75,3776.0,80.0,3856.0,0.979253112033195
STAT1,-121.69,194.97,690.0,1128.0,316.65999999999997,1818.0,0.615707699109455,0.6204620462046204,11057.0,1818.0,12875.0,0.8587961165048543
STAT1::STAT2,-38.56,83.54,219.0,468.0,122.10000000000001,687.0,0.6841932841932842,0.6812227074235808,10647.0,687.0,11334.0,0.9393859184753838
STAT2,-35.03,73.61,175.0,441.0,108.64,616.0,0.677558910162003,0.7159090909090909,17715.0,616.0,18331.0,0.9663957230920299
STAT3,-146.93,153.87,790.0,906.0,300.8,1696.0,0.5115359042553191,0.5341981132075472,10775.0,1696.0,12471.0,0.8640044904177693
STAT5A,-72.48,133.02,405.0,844.0,205.5,1249.0,0.6472992700729927,0.6757405924739792,10550.0,1249.0,11799.0,0.8941435714891093
STAT5A::STAT5B,-135.77,124.59,745.0,782.0,260.36,1527.0,0.47852972806882776,0.5121152586771447,10179.0,1527.0,11706.0,0.8695540748334187
STAT5B,-145.5,133.86,808.0,756.0,279.36,1564.0,0.4791666666666667,0.4833759590792839,10335.0,1564.0,11899.0,0.8685603832254811
STAT6,-24.81,20.1,124.0,98.0,44.91,222.0,0.44756179024716103,0.44144144144144143,5167.0,222.0,5389.0,0.9588049730933382
TAL1::TCF3,-0.42000000000000004,7.66,4.0,53.0,8.08,57.0,0.948019801980198,0.9298245614035088,2092.0,57.0,2149.0,0.9734760353652862
TBP,-10.64,13.33,68.0,82.0,23.97,150.0,0.5561118064246976,0.5466666666666666,1788.0,150.0,1938.0,0.9226006191950464
TBX18,-5.57,6.13,37.0,38.0,11.7,75.0,0.523931623931624,0.5066666666666667,2948.0,75.0,3023.0,0.9751902084022495
TBX19,-0.9,20.38,4.0,102.0,21.279999999999998,106.0,0.9577067669172933,0.9622641509433962,1190.0,106.0,1296.0,0.9182098765432098
TBX3,0.0,0.14,0.0,1.0,0.14,1.0,1.0,1.0,1262.0,1.0,1263.0,0.9992082343626286
TCF12,-36.24,25.38,214.0,176.0,61.620000000000005,390.0,0.41187925998052577,0.4512820512820513,7532.0,390.0,7922.0,0.950770007573845
TCF3,-25.72,13.98,146.0,84.0,39.7,230.0,0.3521410579345088,0.3652173913043478,3328.0,230.0,3558.0,0.9353569421023047
TCF4,-13.4,12.58,90.0,75.0,25.98,165.0,0.4842186297151655,0.45454545454545453,3236.0,165.0,3401.0,0.9514848573948839
TCF7,-1.06,1.5,10.0,9.0,2.56,19.0,0.5859375,0.47368421052631576,2518.0,19.0,2537.0,0.9925108395743003
TCF7L2,-2.05,2.82,18.0,11.0,4.869999999999999,29.0,0.5790554414784395,0.3793103448275862,3527.0,29.0,3556.0,0.9918447694038245
TCFL5,-136.43,60.28,776.0,304.0,196.71,1080.0,0.30644095368817037,0.2814814814814815,3278.0,1080.0,4358.0,0.7521798990362552
TEAD1,-1.23,4.35,10.0,26.0,5.58,36.0,0.7795698924731183,0.7222222222222222,3008.0,36.0,3044.0,0.988173455978975
TEAD2,-2.79,4.58,19.0,23.0,7.37,42.0,0.621438263229308,0.5476190476190477,3012.0,42.0,3054.0,0.9862475442043221
TEAD4,-1.06,3.46,7.0,16.0,4.52,23.0,0.7654867256637169,0.6956521739130435,2251.0,23.0,2274.0,0.9898856640281443
TEF,-25.26,2.2,101.0,15.0,27.46,116.0,0.08011653313911143,0.12931034482758622,599.0,116.0,715.0,0.8377622377622378
TFAP2A,-241.38,120.0,1338.0,692.0,361.38,2030.0,0.3320604349991699,0.34088669950738915,21764.0,2030.0,23794.0,0.9146843742119862
TFAP4,0.0,7.82,0.0,57.0,7.82,57.0,1.0,1.0,1120.0,57.0,1177.0,0.9515717926932881
TFAP4::ETV1,-184.36,133.26,848.0,664.0,317.62,1512.0,0.41955796234494047,0.43915343915343913,5234.0,1512.0,6746.0,0.7758671805514379
TFCP2,-0.43,18.150000000000002,4.0,121.0,18.580000000000002,125.0,0.9768568353067815,0.968,1653.0,125.0,1778.0,0.9296962879640045
TFCP2L1,-24.35,25.38,150.0,152.0,49.730000000000004,302.0,0.5103559219786848,0.5033112582781457,4636.0,302.0,4938.0,0.938841636289996
TFDP1,-114.41,69.01,696.0,414.0,183.42000000000002,1110.0,0.3762403227565151,0.372972972972973,8346.0,1110.0,9456.0,0.8826142131979695
TFE3,-616.53,452.26,2990.0,1886.0,1068.79,4876.0,0.4231514142160761,0.3867924528301887,5864.0,4876.0,10740.0,0.5459962756052141
TFEB,-487.61,426.5,2431.0,1627.0,914.11,4058.0,0.46657404469921565,0.40093642188270084,4291.0,4058.0,8349.0,0.5139537669181938
TGIF1,-13.91,5.4,63.0,36.0,19.310000000000002,99.0,0.2796478508544795,0.36363636363636365,2553.0,99.0,2652.0,0.9626696832579186
TGIF2,-7.72,9.81,37.0,49.0,17.53,86.0,0.5596120935539076,0.5697674418604651,2508.0,86.0,2594.0,0.9668465690053971
THAP1,-33.21,35.82,182.0,228.0,69.03,410.0,0.5189048239895697,0.5560975609756098,10168.0,410.0,10578.0,0.9612403100775194
THAP11,-807.76,515.1,3868.0,2304.0,1322.8600000000001,6172.0,0.38938360824274676,0.37329876863253403,8485.0,6172.0,14657.0,0.578904277819472
THRA,-32.24,47.98,186.0,293.0,80.22,479.0,0.5981052106706557,0.6116910229645094,4747.0,479.0,5226.0,0.9083429008802143
THRB,-50.41,98.37,251.0,465.0,148.78,716.0,0.6611775776314021,0.6494413407821229,8970.0,716.0,9686.0,0.9260788767293
TP53,-24.79,30.48,108.0,169.0,55.269999999999996,277.0,0.5514745793377963,0.6101083032490975,1617.0,277.0,1894.0,0.8537486800422387
TP63,-40.38,15.64,150.0,86.0,56.02,236.0,0.27918600499821494,0.3644067796610169,1219.0,236.0,1455.0,0.8378006872852234
TP73,-41.97,33.89,210.0,175.0,75.86,385.0,0.44674400210914844,0.45454545454545453,1400.0,385.0,1785.0,0.7843137254901961
TRPS1,-12.84,64.67,83.0,406.0,77.51,489.0,0.8343439556186298,0.8302658486707567,4276.0,489.0,4765.0,0.8973767051416579
USF1,-319.15,381.3,1581.0,1740.0,700.45,3321.0,0.5443643372117924,0.5239385727190605,6627.0,3321.0,9948.0,0.6661640530759951
USF2,-603.52,435.12,2904.0,1874.0,1038.6399999999999,4778.0,0.41893245012708935,0.3922143156132273,4716.0,4778.0,9494.0,0.4967347798609648
VDR,-0.46,12.93,4.0,71.0,13.39,75.0,0.9656460044809558,0.9466666666666667,2723.0,75.0,2798.0,0.9731951393852752
VENTX,-1.1500000000000001,0.67,7.0,4.0,1.8200000000000003,11.0,0.3681318681318681,0.36363636363636365,243.0,11.0,254.0,0.9566929133858267
VEZF1,-37.32,21.830000000000002,202.0,95.0,59.150000000000006,297.0,0.36906170752324596,0.31986531986531985,2620.0,297.0,2917.0,0.8981830647925951
WT1,-752.48,325.98,4405.0,2016.0,1078.46,6421.0,0.3022643398920683,0.3139697866375954,34923.0,6421.0,41344.0,0.8446933049535603
XBP1,-39.86,51.09,249.0,306.0,90.95,555.0,0.5617372182517867,0.5513513513513514,1275.0,555.0,1830.0,0.6967213114754098
YY1,-240.51,168.98,1211.0,709.0,409.49,1920.0,0.4126596498082981,0.3692708333333333,7742.0,1920.0,9662.0,0.8012833781825709
YY2,-495.81,306.9,2449.0,1361.0,802.71,3810.0,0.38232985760735505,0.3572178477690289,6828.0,3810.0,10638.0,0.6418499717992103
ZBED1,-5.22,6.04,35.0,29.0,11.26,64.0,0.5364120781527532,0.453125,153.0,64.0,217.0,0.7050691244239631
ZBTB12,-15.22,4.29,52.0,28.0,19.51,80.0,0.21988723731419782,0.35,2554.0,80.0,2634.0,0.9696279422930904
ZBTB14,-373.99,149.24,2138.0,863.0,523.23,3001.0,0.2852282934847008,0.28757080973008997,11429.0,3001.0,14430.0,0.792030492030492
ZBTB18,-2.71,17.06,12.0,87.0,19.77,99.0,0.8629236216489631,0.8787878787878788,3380.0,99.0,3479.0,0.9715435469962633
ZBTB26,-12.14,18.68,92.0,118.0,30.82,210.0,0.6060999351070733,0.5619047619047619,4895.0,210.0,5105.0,0.9588638589618022
ZBTB33,-522.86,204.05,2342.0,953.0,726.9100000000001,3295.0,0.28070875349080354,0.28922610015174505,4015.0,3295.0,7310.0,0.5492476060191519
ZBTB6,-12.18,15.81,76.0,98.0,27.990000000000002,174.0,0.5648445873526259,0.5632183908045977,7088.0,174.0,7262.0,0.976039658496282
ZBTB7A,-1495.93,594.74,6889.0,2606.0,2090.67,9495.0,0.28447339847991315,0.27446024223275406,7345.0,9495.0,16840.0,0.43616389548693585
ZBTB7B,-1.02,7.37,6.0,43.0,8.39,49.0,0.8784266984505363,0.8775510204081632,1275.0,49.0,1324.0,0.9629909365558912
