protein2,i_redundancy,i_synergy,count_redundancy,count_synergy,i_sum,count_sum,synergy_score,synergy_fraction,independent_count,cooperative_count,total_count,independence_score
ZEB1,-22.0,12.01,119.0,75.0,34.01,194.0,0.35313143193178476,0.3865979381443299,4199.0,194.0,4393.0,0.9558388345094468
ZFP14,-99.97,96.91,606.0,524.0,196.88,1130.0,0.4922287687931735,0.46371681415929206,14055.0,1130.0,15185.0,0.925584458347053
ZFX,-1127.85,228.36,5913.0,1323.0,1356.21,7236.0,0.16838100294202227,0.1828358208955224,32399.0,7236.0,39635.0,0.8174340860350701
ZIC2,-40.48,41.81,246.0,242.0,82.28999999999999,488.0,0.508081176327622,0.4959016393442623,7320.0,488.0,7808.0,0.9375
ZIC5,-88.92999999999999,67.04,520.0,342.0,155.97,862.0,0.42982624863755853,0.39675174013921116,6780.0,862.0,7642.0,0.8872023030620256
ZKSCAN1,-1.62,0.98,12.0,7.0,2.6,19.0,0.3769230769230769,0.3684210526315789,1452.0,19.0,1471.0,0.9870836165873556
ZKSCAN3,-37.67,16.96,217.0,117.0,54.63,334.0,0.3104521325279151,0.3502994011976048,4590.0,334.0,4924.0,0.9321689683184403
ZKSCAN5,-129.18,211.86,767.0,1087.0,341.04,1854.0,0.6212174524982407,0.5862998921251349,9576.0,1854.0,11430.0,0.8377952755905512
ZNF136,-0.14,7.03,1.0,41.0,7.17,42.0,0.9804741980474199,0.9761904761904762,1964.0,42.0,2006.0,0.9790628115653041
ZNF140,-12.57,15.39,58.0,95.0,27.96,153.0,0.5504291845493562,0.6209150326797386,1978.0,153.0,2131.0,0.9282027217268888
ZNF143,-177.38,81.0,877.0,433.0,258.38,1310.0,0.31349175632788917,0.33053435114503815,3460.0,1310.0,4770.0,0.7253668763102725
ZNF148,-2892.98,805.48,16167.0,4536.0,3698.46,20703.0,0.2177879441713578,0.2190986813505289,89019.0,20703.0,109722.0,0.8113140482309837
ZNF16,-7.23,11.13,34.0,58.0,18.36,92.0,0.6062091503267975,0.6304347826086957,1858.0,92.0,1950.0,0.9528205128205128
ZNF189,-3.95,12.620000000000001,27.0,83.0,16.57,110.0,0.7616173808086905,0.7545454545454545,4713.0,110.0,4823.0,0.9771926187020527
ZNF211,-2.16,0.33,15.0,3.0,2.49,18.0,0.1325301204819277,0.16666666666666666,1499.0,18.0,1517.0,0.988134475939354
ZNF214,-1.6500000000000001,9.46,14.0,57.0,11.110000000000001,71.0,0.8514851485148515,0.8028169014084507,1825.0,71.0,1896.0,0.9625527426160337
ZNF24,-0.74,7.91,5.0,57.0,8.65,62.0,0.914450867052023,0.9193548387096774,5374.0,62.0,5436.0,0.9885945548197204
ZNF257,-55.65,66.7,347.0,386.0,122.35,733.0,0.5451573355128729,0.5266030013642565,13330.0,733.0,14063.0,0.9478774088032426
ZNF263,-299.33,247.57,1760.0,1452.0,546.9,3212.0,0.45267873468641434,0.4520547945205479,30123.0,3212.0,33335.0,0.9036448177591121
ZNF274,-6.4,18.95,34.0,107.0,25.35,141.0,0.7475345167652859,0.7588652482269503,2165.0,141.0,2306.0,0.9388551604509974
ZNF281,-2862.77,819.62,16015.0,4598.0,3682.39,20613.0,0.22257827117714313,0.22306311550962984,84267.0,20613.0,104880.0,0.8034610983981694
ZNF282,-15.06,14.16,79.0,100.0,29.22,179.0,0.48459958932238195,0.5586592178770949,2678.0,179.0,2857.0,0.9373468673433671
ZNF317,-0.44000000000000006,15.02,3.0,84.0,15.459999999999999,87.0,0.9715394566623545,0.9655172413793104,4178.0,87.0,4265.0,0.9796014067995311
ZNF320,-744.8,222.32,4031.0,1225.0,967.1199999999999,5256.0,0.22987840185292416,0.2330669710806697,22196.0,5256.0,27452.0,0.8085385399970858
ZNF324,-5.68,24.02,42.0,157.0,29.7,199.0,0.8087542087542088,0.7889447236180904,3190.0,199.0,3389.0,0.9412806137503689
ZNF331,-18.75,33.04,119.0,184.0,51.79,303.0,0.6379609963313381,0.6072607260726073,6850.0,303.0,7153.0,0.9576401509856004
ZNF341,-5.2,12.09,36.0,71.0,17.29,107.0,0.6992481203007519,0.6635514018691588,4016.0,107.0,4123.0,0.9740480232840165
ZNF343,-67.92,50.82,379.0,273.0,118.74000000000001,652.0,0.42799393633148053,0.4187116564417178,3853.0,652.0,4505.0,0.8552719200887903
ZNF354A,-4.9399999999999995,9.7,43.0,65.0,14.639999999999999,108.0,0.662568306010929,0.6018518518518519,8542.0,108.0,8650.0,0.987514450867052
ZNF384,-133.96,167.57,822.0,915.0,301.53,1737.0,0.555732431267204,0.5267702936096719,116688.0,1737.0,118425.0,0.9853324889170361
ZNF410,-6.3500000000000005,1.1300000000000001,39.0,8.0,7.48,47.0,0.15106951871657753,0.1702127659574468,1267.0,47.0,1314.0,0.9642313546423136
ZNF416,-2.65,8.48,20.0,60.0,11.13,80.0,0.7619047619047619,0.75,2689.0,80.0,2769.0,0.9711087035030697
ZNF417,-25.16,40.43,149.0,199.0,65.59,348.0,0.6164049397774051,0.5718390804597702,2206.0,348.0,2554.0,0.8637431480031323
ZNF418,-15.290000000000001,15.629999999999999,79.0,73.0,30.92,152.0,0.5054980595084088,0.48026315789473684,4892.0,152.0,5044.0,0.9698651863600317
ZNF449,-17.38,31.240000000000002,98.0,168.0,48.620000000000005,266.0,0.6425339366515836,0.631578947368421,5217.0,266.0,5483.0,0.9514864125478752
ZNF460,-610.86,272.21999999999997,3559.0,1593.0,883.0799999999999,5152.0,0.30826199211849437,0.3092003105590062,44280.0,5152.0,49432.0,0.8957760155364946
ZNF528,-29.29,28.45,161.0,173.0,57.739999999999995,334.0,0.4927260131624524,0.5179640718562875,4987.0,334.0,5321.0,0.937229844014283
ZNF530,-859.52,276.93,4683.0,1512.0,1136.45,6195.0,0.243679880329095,0.2440677966101695,30872.0,6195.0,37067.0,0.8328702080017266
ZNF574,-90.38,77.64,476.0,423.0,168.01999999999998,899.0,0.46208784668491854,0.47052280311457173,6312.0,899.0,7211.0,0.8753293579253918
ZNF582,-0.12,2.85,1.0,17.0,2.97,18.0,0.9595959595959596,0.9444444444444444,554.0,18.0,572.0,0.9685314685314685
ZNF652,-1.04,11.83,7.0,69.0,12.870000000000001,76.0,0.9191919191919191,0.9078947368421053,3022.0,76.0,3098.0,0.9754680438992899
ZNF669,-36.51,4.7700000000000005,206.0,31.0,41.28,237.0,0.11555232558139536,0.1308016877637131,1395.0,237.0,1632.0,0.8547794117647058
ZNF675,-24.490000000000002,25.89,121.0,129.0,50.38,250.0,0.5138944025406907,0.516,4105.0,250.0,4355.0,0.9425947187141217
ZNF680,-2.09,4.87,13.0,35.0,6.96,48.0,0.6997126436781609,0.7291666666666666,4790.0,48.0,4838.0,0.9900785448532451
ZNF684,-37.83,22.27,226.0,143.0,60.099999999999994,369.0,0.3705490848585691,0.3875338753387534,3915.0,369.0,4284.0,0.9138655462184874
ZNF692,-40.160000000000004,17.13,259.0,117.0,57.290000000000006,376.0,0.29900506196543897,0.31117021276595747,7340.0,376.0,7716.0,0.9512700881285641
ZNF701,-183.14000000000001,145.35,1032.0,769.0,328.49,1801.0,0.44247922311181465,0.4269850083287063,14995.0,1801.0,16796.0,0.892772088592522
ZNF707,-103.83,66.92999999999999,511.0,355.0,170.76,866.0,0.39195361911454674,0.40993071593533487,5436.0,866.0,6302.0,0.8625833068867026
ZNF708,-8.15,38.589999999999996,63.0,206.0,46.739999999999995,269.0,0.8256311510483526,0.7657992565055762,4474.0,269.0,4743.0,0.9432848408180476
ZNF740,-337.41,149.36,1867.0,852.0,486.77000000000004,2719.0,0.3068389588512028,0.3133504965060684,17511.0,2719.0,20230.0,0.8655956500247157
ZNF75D,-5.7700000000000005,7.970000000000001,38.0,45.0,13.740000000000002,83.0,0.5800582241630277,0.5421686746987951,3501.0,83.0,3584.0,0.9768415178571429
ZNF76,-443.63,224.33,2174.0,1119.0,667.96,3293.0,0.3358434636804599,0.3398117218341937,6151.0,3293.0,9444.0,0.6513130029648454
ZNF768,-44.99,44.4,233.0,282.0,89.39,515.0,0.4966998545698624,0.5475728155339806,9917.0,515.0,10432.0,0.9506326687116564
ZNF784,-1.12,2.8200000000000003,7.0,22.0,3.9400000000000004,29.0,0.7157360406091371,0.7586206896551724,619.0,29.0,648.0,0.9552469135802469
ZNF8,0.0,0.14,0.0,1.0,0.14,1.0,1.0,1.0,1276.0,1.0,1277.0,0.9992169146436961
ZNF816,-16.66,79.51,111.0,208.0,96.17,319.0,0.8267651034626183,0.6520376175548589,5141.0,319.0,5460.0,0.9415750915750916
ZNF85,-8.86,56.79,52.0,295.0,65.65,347.0,0.8650418888042649,0.8501440922190202,2893.0,347.0,3240.0,0.8929012345679013
ZNF93,-1214.42,1166.06,6996.0,6481.0,2380.48,13477.0,0.4898423847291302,0.48089337389626774,78393.0,13477.0,91870.0,0.8533035811472733
ZSCAN29,-0.87,1.24,5.0,9.0,2.11,14.0,0.5876777251184835,0.6428571428571429,913.0,14.0,927.0,0.9848975188781014
ZSCAN31,-6.74,10.6,42.0,63.0,17.34,105.0,0.6113033448673587,0.6,1975.0,105.0,2080.0,0.9495192307692307
